case_id,description,Intersection_num,case_no.,unit_1_direction,unit_1_movement,unit_2_direction,unit_2_movement,unit_at_fault,crash_type
16-022069,"1400 LEE TREVINO IS A NORTH SOUTH BOUND 8 LANE MARKED ROADWAY
IVIDED BY A RAISED MEDIAN. UNIT 2 WAS TRAVELING NORTH ON 1400
LEE TREVINO (LEFT LANE STRAIGHT). UNIT 1 WAS TRAVELING NORTH ON
1400 LEE TREVINO (LEFT LANE STRAIGHT) BEHIND UNIT 2. UNIT 2 WAS
SLOWING DOWN FOR A YWLLOW LIGHT AND CAME TO A STOP FOR A RED
LIGHT. UNIT 1 FAILED TO CONTROL SPEED AND STRUCK INTO 2. UNIT
2 PASSENGER COMPLAINED OF PAIN TO HER MID SECTION YET REFUSED

I I DICAL TRANSPORT. OFFICER OBSERVED THE COLLISION WHILE WAITING
ON A GREEN LIGHT SOUTH ON 1400 LEE TREVINO",6,266,NB,TH,NB,TH,unit 1,rear end
16-036052,"The northbound lanes of 1400 N Lee Trevino, just south or
Pellicano is a three lane marked roadway with two mandatory left
turn lanes. Unit 2 was facing north and stopped at a red light
at the Pellicano intersection. Unit 1 was in the center lane of
Lee Trevino, facing north and stopped at the Pellicano
intersection. Unit 1, which is a city owned Environmental
(garbage) truck, was parked right next to unit 2. While stopped
at the light, truck‘s retractable extended out for no apparent
reason, striking the back left of unit 2. Driver of unit 1
advised officer of a prior known defect in the arm.and it was
confirmed.by Supervisor Michael Hall who was on scene. There

ere no injuries reported and no interdependent witnesses",6,267,NB,TH,NB,TH,unit 1,side swipe
16-072092,"1400 Lee Trevino is an 8 lane 2 way roadway divided.by a
protected.median with 3 lanes traveling northbound and 3 lane
traveling southbound. On the southbound lanes of Lee Trevino
there are 2 mandatory left turn lanes. 0n the northbound lanes
of Lee Trevino , there are 2 left turn lanes for vehicular
travel that turn west into 11200 Pellicano. 11200 Pellicano is
a 5 lane 2 way street divided.by an unprotected turning lane

ith 2 lanes for vehicular travel traveling westbound and 2
lanes for vehicular travel traveling eastbound. Unit 1 was
turning westbound into 11200 Pelican while the traffic light was
red committing a red light violation. Unit 2 was traveling
southbound on the far right lane of 1400 Lee Trevino when Unit 1
struck the left back passenger door of Unit 2. Unit 3 was
traveling southbound on the middle lane of 1400 Lee Trevino
hehind Unit 2 when Unit 2 was struck by Unit 1. Unit 3
attempted to avoid hitting Unit 1 but clipped it on the back
right quadrant. No reported injuries. No reported.witnesses",6,268,WB,TH,SB,TH,unit 1,right angle
16-082101,"11300 PELLICANO IS AN EAST / WEST BOUND 5 LANE MARKED ROADWAY.

IT 1 WAS TRAVELING WEST ON 11300 PELLICANO (EAR LEFT TURN ONLY
LANE). UNIT 2 WAS TRAVELING WEST ON 11300 PELLICANO (EAR LEFT
TURN ONLY LANE) BEHIND UNIT 1. UNIT 1 DRIVER STATED THAT HE
HROVE TOO EAR INTO THE CROSS WALK AND DECIDED TO BACK UP
STRIKING UNIT 2. UNIT 2 STATED THAT SHE HONKED THE CAR HORN.AT

IT 1 TO GET HIS.ATTENTION AND STATED SHE COULD NOT BACK UP.
THE LISTED WITNESS WAS BEHIND BOTH UNITS AND OBSERVED UNIT 1
BACK UP INTO UNIT 2. NO INJURY WAS REPORTED. WITNESS:",6,269,WB,TH,WB,TH,unit 1,backing vehicle
16-112189,"river of unit 2 advised she was driving Northbound on N Lee
Trevino Dr and'was making a left turn onto Pellicano Dr when
nit 1 who was traveling Southbound on N lee Trevino Dr ran the
red light, causing unit 2 to crash into unit 1. Driver of unit 2
advised that the damage to unit 2 was to the front bumper and
the damage to unit 1 was to the left back quarter. Information
as exchanged.by both drivers at the scene. Report is being
filed for insurance purposes.",6,270,SB,TH,NB,LT,unit 1,left turn
16-235081,"11301 PELLICANO IS A.4LN/2WAY (W3 WITH A.MANDATORY LEFT TURN
LANE. UNIT #1, UNIT #2 AND UNIT #3 WERE TRAVELING WEST BOUND ON
THE RIGHT LANE. UNIT #1 DRIVER STATED THAT THE TRAFFIC LIGHT
.AS GREEN, UNIT #1 PULLED FORWARD, THEN SUDDENLY STOPPED. UNIT
#1 DRIVER STATED THAT SHE MDVED FORWARD, BUT WAS NOT ABLE TO
STOP BEFORE COLLIDING WITH UNIT #2. UNIT #1 DRIVER THEN STATED
THAT UNIT #2 STRUCK UNIT #3. UNIT #2 DRIVER STATED THAT SHE WAS
STOPPED WAITING FOR THE TRAFFIC LIGHT, WHEN UNIT #1 STRUCK HER
HICLE FROM BEHIND. UNIT #2 DRIVER STATED THAT COLLISION
CAUSED HER VEHICLE TO COLLIDE WITH UNIT #3. UNIT #3 DRIVER
u,STATED THAT HE WAS STOPPED WAITING FOR THE TRAFFIC LIGHT WHEN HE
HEARD TIRES SCREECHING AND THEN UNIT #2 COLLIDED WITH HIS
HICLE FROM BEHIND. UNIT #1 SUSTAINED FRONT LEFT CORNER BUMPER
HAMAGE, UNIT #2 SUSTAINED REAR AND FRONT BUMPER DAMAGE AND UNIT
#3 SUSTAINED REAR BUMPER DAMAGE. THERE WERE NO INJURIES OR
TNESSES REPORTED.",6,271,WB,TH,WB,TH,unit 1,rear end
16-253064,"1400 Lee Trevino is a six lane north and south bound roadway
divided.by a raised concrete median, with two left turn lanes on
each side. 11200 Pellicano is a four lane east and'west bound
roadway divided.by double yellow lines, with left turn lanes.
wriver of unit # 1 stated she was traveling south bound in the
center lane on the 1400 block of Lee Trevino. Driver of unit # 1
stated that unit # 2 veered into her lane striking her vehicle.
wriver of unit # 2 stated she was traveling south bound in the
left hand lane on the 1400 block of Lee Trevino. Driver of unit
# 2 stated that unit # 1 veered into her lane striking her
ehicle. Officer was unable to determine fault and no witness to
assist.",6,272,SB,TH,SB,TH,unknown,side swipe
16-295233,"1300 N. LEE TREVINO IS A.2-WAY 8-LANE ROADWAY WHICH TRAVELS
IORTH AND SOUTH. 11300 PELICANO IS A.2-WAY 4-LANE ROADWAY WHICH
TRAVELS EAST TO WEST. UNIT-01 WAS TRAVELING NORTH BOUND ON THE
#2 LANE OF THE 1300 BLOCK OF N. LEE TREVINO. UNIT-02 WAS
TRAVELING NORTH BOUND ON THE #1 LANE OF THE 1300 BLOCK OF N. LEE
TREVINO. FOR UNKNOWN REASON BOTH UNITS CAME CLOSE AND SIDE
SWIPED EACH OTHER. NO INJURIES OR INDEPENDANT WITNESS WERE
LOCATED. NO CITATIONS WERE ISSUED AS INVESTIGATOR DID NOT HAVE

* WORKABLE EVIDENCE DIRECTING INVESTIGATOR TO THE PERSON.AT
FAULT",6,273,NB,TH,NB,TH,unknown,side swipe
16-346036,"1400 block of Lee Trevino is a two way six lane roadway
traveling north and south. 11200 Pellicano is a two way four
lane roadway traveling east and'west and intersects with Lee
Trevino. Unit 1 was traveling south bound on Lee Trevino in the
number three lane. Unit 2 was traveling east bound on Pellicano
in the number two lane. Unit 1 disregarded a red light and
struck Unit 2 who was passing through the intersection on a
green light causing damage. There were no witnesses and the
driver of Unit 2 was transported to Del Sol Medical. The driver
of Unit 1 refused SFST's and'was placed under arrest for DWI.
See incident report for details",6,274,SB,TH,EB,TH,unit 1,right angle
16-350101,"1400 LEE TREVINO IS A 6 LANE ROADWAY ‘WITH MANDATORY LEFT AND
RIGHT TURN LANES; 3 LANES FOR SOUTHBOUND TRAFFIC AND 3 LANES FOR
I ORTHBOUND TRAFFIC, DIVIDED BY A RAISED MEDIAN. 11200 PELLICANO
IS A 4 LANE ROADWAY ‘WITH MANDATORY LEFT AND RIGHT TURN LANES, 2
LANES FOR ‘WESTBOUND TRAFFIC AND 2 LANES FOR EASTBOUND TRAFFIC,
I OT DIVIDED BY A RAISED MEDIAN. UNIT-1 WAS TRAVELING SOUTHBOUND
T THE 1400 BLOCK OF LEE TREVINO IN THE MANDATORY RIGHT TURN
LANE. UNIT-2 WAS TRAVELING NORTHBOUND AT THE 1400 BLOCK OF LEE
TREVINO AND MADE A LEFT TURN ONTO THE 11200 BLOCK OF PELLICANO
FROM THE #2 (MANDATORY LEFT TURN LANE) AND HAD A GREEN LIGHT.
IT-1 FAILED TO YIELD THE RIGHT OF WAY AND MADE A RIGHT TURN
ONTO THE 11200 BLOCK OF PELLICANO AND HAD A RED LIGHT; DUE TO
C3 THIS, UNIT-1 STRUCK UNIT-2 CAUSING THE ACCIDENT",6,275,SB,RT,NB,LT,unit 1,left turn
16-355119,"The 1400 block of Lee Trevino is a 2 lane roadway for north
hound travel with 2 mandatory left turn lanes. The driver of
nit 2 was traveling north on Lee Trevino at the red light
intersecting with 11300 Pellicano when unit 1 approached Unit 2
crashing Unit 2 in the rear. The driver of unit 1 then reversed
in order to leave the scene then again crashing into unit 2 in
the rear right end. Unit 1 then fled the scene headed East on
Pellicano. No Injuries reported. No witnesses at the scene",6,276,NB,TH,NB,TH,unit 1,rear end
17-008089,"The 1400 block of Lee Trevino is a 8 lane marked roadway with 5
lanes traveling north bound.with 2 lanes being a left turn only
lanes and 3 lanes traveling southbound divided.by a raised
divider. The 1400 block of Lee Trevino intersects with the 11300
hlock of Pellicano a 5 lane marked roadway with 3 lanes
traveling eastbound and 2 lanes traveling west bound divided.by
a raised divider. Driver of Unit 2 stated that she was stopped
at the 1400 block of Lee Trevino northbound on a red light when
nit 1 collided into Unit 2 from.the rear. Driver of Unit 2
stated that Unit 1 fled the scene. No injuries were reported for
the officers at the scene. Refer to the incident report for
further information on the Motor Vehicle.Accident.",6,277,NB,TH,NB,TH,unit 1,rear end
17-039042,"1401 lee Trevino (n/s) is a 6ln/2way roadway with two mandatory
left turn lane and divided.by an elevated.median. Unit 1 and
nit 2 were traveling southbound on the middle lane. Unit 2
driver stated the traffic light turned yellow and.when she came
to a corrplete stop her vehicle was struck from behind by unit 1.
nit 2 driver stated that unit 1 fled the scene. Unit 2
sustained rear bumper damage. There was no injuries or witnesses
reported",6,278,SB,TH,SB,TH,unit 1,rear end
17-055250,"The 1400 block of Lee Trevino is a two—way road going North and
South it is separated.by a median. Prior to the intersection of
Lee Trevino and Pelicano Unit—2 was stopped at the stop light.
nit—2 was in the 2nd left turn lane getting ready to turn onto
the 11100 block of Pelicano. Unit 1 who was driving behind Unit
-2, was unable to stop and has a result hit Unit—2 on the rear
humper. Unit—1 then fled.from.the scene, traveling north bound
on the 1500 block of Lee Trevino. Unit—2 gave chase. Unit—2
called 911 and'was told to stop the pursuit. Unit—2 parked his
ehicle in the parking lot of the 7-11 convenient store, and
aited for police to arrive. The driver sustained no injuries
from.the collision. The driver was issued an incident case
number card and advised",6,279,NB,TH,NB,TH,unit 1,rear end
17-091003,"The 11200 Block of Pelicano is a two—way roadway with an
nraised.median that has two lanes traveling Westbound and'with
an optional left turn lane and 2 lanes traveling Eastbound.

The Driver of Unit 1 was traveling Westbound on 11200 Block of
Pelicano when he failed to control speed and struck Unit 2 in
the rear. The Driver of Unit 2 said he was at a complete stop
at Pelicano and Lee Trevino behind Unit 3 waiting for the red
light to turn green when he was struck by Unit 1 on the rear.
The Driver of Unit 2 said that the impact moved his vehicle
forward colliding with Unit 3. The Driver of Unit 2 said that
nit 3 then fled the scene Westbound on Pelicano. There were no
independent witnesses nor injuries reported at the scene",6,280,WB,TH,WB,TH,unit 1,rear end
17-095108,"1400 Lee Trevino is a six lane north and south bound roadway,
ith left turn lanes. 1400 Lee Trevino is divided.by a raised
concrete median. Unit # # 3 was traveling north bound in the
left hand lane on the 1400 block of Lee Trevino. Unit # 2 was
traveling north bound in the left hand lane on the 1400 block of
Lee Trevino behind unit # 3. Unit # 1 was traveling north bound
in the left hand lane on the 1400 block of Lee Trevino behind
nit # 2. Driver of unit # 2 stated she and unit # 3 were at a
complete stop at the red light. Unit # 1 was unable to stop in
time and struck unit # 2, pushing it forward causing it to
strike unit # 3. Driver of Unit # 2 stated that both units # 1
and # 3 fled the scene",6,281,NB,TH,NB,TH,unit 1,rear end
17-118255,"11200 Pellicano Drive is a five lane roadway for eastbound and
estbound vehicular travel. 1400 N. Lee Trevino is a five lane
roadway for southbound and northbound vehicular travel. Driver
of Unit—2 stated that he was traveling Westbound on the far
right lane on 11200 Pellicano Drive and had a green light.
wriver of Unit—2 stated that has he was traveling westbound when
driver of Unit—1 was traveling southbound on lane—5 and failed
to stop at the red light on 1400 N. Lee Trevino and subsequently
collided with his vehicle. For unknown reasons, Unit—1 fled the
scene and continued to drive southbound on Lee Trevino. Driver
of Unit—2 only described Unit—1 as a blue vehicle. No injuries
or witnesses were reported",6,282,SB,TH,WB,TH,unit 1,right angle
17-200226,"The 1400 block of Lee Trevino is a three lane road going North
hound and three lanes going south bound.which intersects with
11200 Pellicano. Unit 2 was stopped at a red light on Lee
Trevino going South bound. Unit 1 failed to control its speed
and rear ended Unit two. Unit 1 fled the scene. No witnesses or

injuries were reported at the scene",6,283,SB,TH,SB,TH,unit 1,rear end
17-202168,"1400 Lee Trevino is a northbound / southbound 8 lane roadway,
4 northbound lanes / 4 southbound lanes that are divided.by a
raised.median. The 1400 block of Lee Trevino intersects with the
11200 block of Pellicano, and it is a controlled intersection by
traffic control signals. Driver of Unit 2 stated she was
traveling northbound on the right lane when Unit 2 struck Unit
1. Driver of Unit 1 stated she was traveling southbound on Lee
Trevino making a left turn (FTYRUW / left turn) onto the
eastbound lanes of Pellicano when Unit 2 struck Unit 1. No
injuries or witnesses were reported",6,284,SB,LT,NB,TH,unit 1,left turn
17-227133,"river of Unit 2 contacted the Telephone Reporting Unit to
document the following incident: Driver of Unit 2 was traveling
northbound on Lee Trevino Drive in the middle lane of a three
lane roadway and came to a stop intersecting with Pellicano
ﬂrive. Driver of Unit 1 was also traveling in the same
-nner, but failed to stop and crashed into the rear end.bumper

for Unit 2. No on scene investigation was conducted and no
injuries were incurred.by either driver. Information was
exchanged. by both parties. Report is being filed for insurance
purposes",6,285,NB,TH,NB,TH,unit 1,rear end
17-240229,"The 11300 Block of Pellicano is four lane road way divided.by a
double solid yellow line which travels East/West, protected.by a
traffic control light, with two eastbound and two westbound lane
and a mandatory left turn lane with an optional left turn lane
on the westbound lane. The 1400 block of Lee Trevino is a three
lane roadway with two mandatory left turn lanes and optional
right turn lane, divided.by a protective median at the
intersection of Pellicano, protected.by a traffic control light
hich travels North/South. Unit #2 was traveling westbound on
Pellicano in the far right lane when the driver proceeded to
cross the intersection of Lee Trevino on a green light and.was
struck on the left rear quarter panel by Unit #1s front end.

nit #1 was traveling northbound on Lee Trevino in the far right
lane and.proceeded through the intersection of Pellicano on a
solid red light and collided with its front end on the left rear
quarter panel of Unit #2 resulting in the listed damage. One
itness at the scene and no injuries reported_Witness",6,286,NB,TH,WB,TH,unit 1,right angle
17-298042,"11300 Pellicano is a four lane roadway with two lanes traveling
east and two lanes traveling west separated.by a left turn lane.
nit #2 was traveling west in and got into the right turn lane
at Lee Trevino to go north on Lee Trevino. Unit #1 was directly
hehind unit 2. Unit #2 stopped to yield for a pedestrian in the
crosswalk. Unit #1 was did not realize that unit #2 stopped and
crashed into the rear of unit #2. There were no reported

injuries or witnesses at the scene",6,287,WB,RT,WB,RT,unit 1,rear end
18-184184,"1300 Lee Trevino is an eight
—lane roadway that has three lanes traveling north and five
lanes traveling south. The two far left lanes traveling south
are mandatory left turn lanes to proceed east at 11300 Rojas.
nit 2 was stationary at 1300 Lee Trevino (facing south) on the
far left lane waiting for the light to turn green. Unit 1 was
traveling westbound on the far right lane of 11300 Rojas
approaching the intersection at 1300 Lee Trevino. As Unit 1
arrived at the intersection he attempted to turn right (North)
on Lee Trevino. Unit 1 was traveling too fast and could not
complete the turn. Unit 1 continued west and drove over the
I -dian and crashed into Unit 1, who was stationary in the
opposite lanes",6,288,WB,RT,SB,TH,unit 1,right angle
18-242135,"1400 Lee Trevino is a 5 lane roadway traveling southbound with 5

 

ea
3
o
‘G
E

CONDITIONS

 

lanes, 3 southbound and 2 mandatory left turn lanes. U—1 was
stopped for red light on the #2 lane of 1400 Lee Trevino
-ndatory left turn lane. U—2 was traveling southbound on 1400
Lee Trevino on the #3 southbound lane. Driver of U—1 attempted
to merge right onto the #3 southbound lanes. Driver of U—1
changes lanes when unsafe and'was struck by U—2*s front left to
—1‘s right rear. Driver of U—2 stated that the light was green
as they were getting to the intersection. Driver of U—2 stated
that U—1 merged onto the #3 lane and came to a sudden stop.
wriver of U—1 stated that he merged onto the #3 lane and came to
a stop as the light had just turned yellow. No independent
itnesses, no injuries reported",6,289,SB,TH,SB,TH,unit 1,rear end
18-288187,"Lee Trevino Drive & Pellicano Drive is a four way

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

intersectionUnit 2 was traveling southbound on N Lee Trevino
wrive in the right lane of a three lane roadway. Unit 1 was
also traveling in a similar manner, but behind Unit 2. Driver
of Unit 2 indicated that he came to a stop intersecting with N.
Lee Trevino. No on scene investigation was conducted.
Information was exchanged.by the drivers. Passenger for Unit 2
is now complaining of back, neck and headaches after being taken
to the hospital. Report being filed for insurance purposes",6,290,SB,TH,SB,TH,unit 1,rear end
18-336096,"1400 Lee Trevino has six lanes with three Northbound and three
Southbound and intersects with 11200 Pellicano. U#3 and u#4
ere Southbound and'were already stopped in the left turn lanes

IZIEE3 CHM-‘G55
Z

 

ea
3
o
‘G
E

CONDITIONS

 

hen the accident occurred. There are two left turn lanes at
the intersection with Pellicano. U#3 was in the (right) left
turn lane and u#4 was in the far left turn lane. U#2 stated
that he was Southbound in the left lane when u#1 who was
Iorthbound on Lee Trevino made a left turn in front of him.and
in doing so u#2 stated that he was not able to stop and struck
the back of u#1. U#2 stated that he lost control and continued
South on Lee Trevino and somehow struck u#3 who was pushed into
#4. U#2 ended.up stopped in the center through lane facing
Iorth. The witness (Ernesto Avila PH: 503 656 422 5450 /
Iexico) stated that he was outside standing near the street and
observed u#1 making a left turn and then heard a loud crash and
seen that u#1 and u#2 had collided. The witness stated that he
did not actually observe the impact and did not see the
direction where u#2 had.come from, U#1 stated that he was North
on Lee Trevino and'wanted to turn left onto Lee Trevino and as

E
E
5..
o
o
2
E.
E
E
E
2

e was at the open turn around, he did observe u#2 approaching
hut believed that he had time to make his turn and in doing so

as struck by u#2. U#1 also stated that it appeared that u#2

as speeding. There were no other witnesses regarding this
accident. The officer spoke with the business (Sprint) in front
of the accident and the employee stated that he heard the crash
hut did not see it happen",6,291,NB,LT,SB,TH,unit 1,right angle
19-073104,"The driver of unit 1 was north on 1400 Lee Trevino when
e failed to control his speed and collided with unit 2 who was
directly behind unit 3 which was waiting in traffic for a green
signal. Unit 2 and 3 were also north on 1400 N Lee Trevino. Unit
1 collided with unit 2 pushing it forward causing it to collide
ith unit 3, and causing the damage. The driver of unit 1
claimed no injuries. The driver of unit 2 claimed no injuries.
The passenger of unit 2 claimed neck pain at the time of the
collision but declined.medical attention. The driver of unit 3
claimed no injuries at the time of the incident but mentioned
they had a headache and declined.medical attention. No witnesses
came forward at the scene",6,292,NB,TH,NB,TH,unit 1,rear end
19-127170,"The 1400 block of N Lee Trevino Dr is a local road that travels
north to south and consists of 3 lanes traveling south, 3 lanes

IEIEE3 CHM-‘G55

 

ea
3
o
D
E

CONDITIONS

 

traveling north, and 2 designated left turn lanes in each
direction. U2 was on the far right lane of N Lee Trevino Dr
eading south and attempting to make a right turn onto Pellicano
Hr. U1 was traveling north on the second to left lane of N Lee
Trevino Dr, attempting to make a left turn onto Pellicano Dr. U2
proceeded forward and.made a right turn onto Pellicano Dr. U1
failed to stop and crashed into U2 causing damages to the left
driver door and rear quarter panel of U2. No on site
investigation conducted. U2 was assigned a case number. Diagram
is approximate",6,293,NB,LT,SB,RT,unit 1,left turn
19-133084,"The 11200 block of Pellicano is a 4 lane with a mandatory left
turn lane, merked divided, two way, East—West roadway. Unit 1

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

and 2 where in the number 2 middle lane traveling East on
Pellicano. Unit 2 was stationary, on the brakes, due to a red
light. Unit 1 was traveling behind Unit 2. Unit 1 failed to stop
completely and rear ended Unit 2 causing the listed damege. Unit
1's failure to control speed caused the collision with Unit 2.
lo witnesses were reported and.passenger in Unit 2 was
transported to the Hospital by medical services",6,294,EB,TH,EB,TH,unit 1,rear end
19-156143,"THE 1400 BLOCK OF LEE TREVINO IS A SIX LANE ROADWAY THAT TRAVELS
I ORTH AND SOUTH BOUND WITH TWO MANDATORY LEFT TURN LANES HAVING
* RAISED MEDIAN. THE 11300 BLOCK OF PELLICANO IS A FIVE LANE
ROADWAY THAT TRAVELS EAST AND WEST BOUND WITH ONE MANDATORY LEFT
TURN LANE AND ONE LANE WHICH TURNS LEFT AND PROCEEDS FORWARD
IVIDED BY TWO YELLOW LINES. UNIT ONE DRIVER WAS ON PELLICANO IN
THE MANDATORY LEFT TURN LANE MAKE A LEFT TURN ONTO LEE TREVINO.

IT ONE DRIVER STATED THAT WHEN MAKING THE LEFT TURN UNIT TWO
COLLIDED INTO HER VEHICLE WHO WAS TO THE RIGHT OF HER. UNIT TWO
g RIVER WAS ON PELLICANO IN THE RIGHT LANE WHICH IS A LEFT TURN
LANE THAT ALSO PROCEEDS FORWARD ON PELLICANO. UNIT TWO DRIVER

EN MAKING THE LEFT TURN LANE ONTO LEE TREVINO STATED THAT UNIT
ONE MOVED INTO HIS LANE AND COLLIDED INTO HIS VEHICLE.NO
INJURIES WERE REPORTED AND NO WITNESSES AT THE SCENE",6,295,WB,LT,WB,LT,unit 1,side swipe
19-186196,"1400 block of Lee Trevino Dr. is a two—way divided roadway with

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

two lanes for northbound traffic, three lanes for southbound
traffic, two mandatory left turning lanes on both directions,
and one mandatory right turning lane onto 11300 Pellicano Dr.
for the northbound traffic. Unit 3 was at a complete stop on the
fourth lane of 1400 Lee Trevino (northbound) as Unit 2 was on
the right turning lane behind'Witness #1 on 1400 Lee Trevino as
ell, waiting for the green light when Unit 1 failed to control
speed and hit Unit 2, then Unit 3. Due to the impact the Witness
#1 attempted to mpve his mptorcycle, but when unable to do so it
fell to the ground instead. No injuries were reported",6,296,NB,TH,NB,TH,unit 1,side swipe
19-189200,"1400 N LEE TREVINO is a 2 way north/ south roadway divided by a
raised median. 11200 PELLICANO is a 2 way east/west roadway

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

divided.by a center turn lane. Unit 2 was south bound on Lee
Trevino and stopped at the red traffic light at Pellicano and
then was rear ended.by Unit 1. No injuries or witnesses
reported. Report taken at the PHRC COLLISION REPORTING CENTER",6,297,SB,TH,SB,TH,unit 1,rear end
19-190271,"11300 Pelicano is a 5 lane, 2 way roadway with 2
estbound lanes, 1 mandatory left turn lane and 2 eastbound lanes
divided by a 2 yellow lines. Unit #2 was in lane #2 and Unit #3 was
in lane #3 stepped at the red signal light at 11300 Pelicano facing
estbound. When the signal light turned green Unit #2 and Unit #3 began
to travel westbound on 11300 Pelicano crossing the intersection between
11300 Pelicano and 1400 Lee Trevino. Unit #1 disregarded the red signal
light while traveling northbound on 1400 Lee Trevino in lane #2
colliding into the left side of Unit #2 and causing Unit #2 to collide
ith Unit #3. The driver of Unit #2 (Mr. Farias) was transported to
niversity Medical Center due to pain to both of his legs and head pain.
Passenger of Unit #2 (Mr. Farias) was transported to University Medical
Center due to blood on his lip and unknown further injuries to the
child. Passenger of Unit #2 (ms. Huerta) was transported to University
Iedical Center due to neck, head and back pain. The Driver of Unit #1
(Mr. Villegas) was transported to Del Sol Medical Center due to chest
and knee pain. Mr. Villegas stated to the Officers that he thought the
light was yellow but was not sure. It is Officer R. Cortes's

E
E
5..
c
an
2
E.
E
E
E
2

investigative opinion that based off of the above listed information
that Unit #1 disregarded the red signal light causing the collision. Mr.
illegas was cited for the same",6,298,NB,TH,WB,TH,unit 1,right angle
19-255146,"The 11300 block of Pellicano Dr is a 5—lane, 2-way street
divided.by a median. The 1400 block of N Lee Trevino Dr is a 6
—lane street divided.by a median. Unit 2 was traveling WE in

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

the far left lane of Pellicano Dr. Unit 1 was traveling WE in
the 2nd land.from.the left. Both vehicles made a left turn onto

I Lee Trevino Dr SE and collided",6,299,WB,LT,WB,LT,unit 1,side swipe
20-027118,"Driver of Unit 2 advised that she

as stopped on the right mandatory left turn lane facing south
aiting for the lights to cycle to make a left turn onto
Pellicano. Driver of Unit 2 advised that at as the light cycled
green, she just recalls being pushed into the center median
damaging the front left corner of Unit 2. Driver of Unit 1
advised that she was traveling south bound on Lee Trevino in the
far left hand lane. Driver of Unit 1 further advised that Unit
2 was also traveling south bound in the center lane of Lee
Trevino. Driver of Unit 1 advised that Unit 2 made an unsafe

hich caused Unit 1 to veer into the center median, damaging the
left front quarter of Unit 2. Driver of Unit 2 complained of
right leg pain but refused further medical attention at the

Lu
E
E
or:
§
2!

scene. No reported'witnesses. Officer also didnit locate
debris on the roadway where the collision occurred",6,300,SB,TH,SB,TH,unknown,rear end
20-122084,"1400 BLOCK OF LEE TREVINO IS AN EIGHT LANE ROADWAY TRAVELS
IORTH/SOUTH BOUND WITH TWO MANDATORY LEFT TURN LANES WHEN
TRAVELING NORTH BOUND. UNIT 2 WAS STOPPED IN THE INSIDE LANE
FACING NORTH BOUND WAITING FOR A RED LIGHT. UNIT 1 WAS BEHIND

IT 2. UNIT 1 STRUCK UNIT 2 AND UNIT 1 FLED THE SCENE. UNIT 2
""RIVER ADVISED SHE FOLLOWED UNIT 1 AND OBTAIN UNIT 1 VEHICLE
LICENSE PLATES. UNIT 2 DRIVER ADVISED UNIT 1 FLED THE SCENE. NO

TNESS AND NO INJURIES REPORTED.OFFICER SUPPLEMENTED THIS
REPORT ON 06-04-2020.AT 1608 HOURS TO PROVIDE UNIT 1 LICENSE
PLATE INFORMATION.AS TEXAS CHM9971 (WHITE JEEP) DRIVEN BY.A
FEMALE 20-30 YOA",6,301,NB,TH,NB,TH,unit 1,rear end
20-157163,"The 1400 block of Lee Trevino where the accident occurred is two

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

ay, eight lane roadway with three lanes traveling North bound,
three lanes traveling South bound and two lanes for left turns
divided.by a raised.median. The Operator of Unit #2 advised
that he was traveling North bound on Lee Trevino in the number
two lane and'was stopped in traffic for the Red light. The
Operator of Unit #2 further advised that Unit #1 was also
traveling North bound in the number two lane and failed to stop
in time to avoid the collision, casing the listed damage. The
Operator of Unit #1 advised that he was also traveling North
hound on Lee Trevino in the Number two lane and failed to
control his speed and collided with Unit #2, causing the listed
damage. A.passenger from.Unit #2 was transported to Del Sol
Iedical Center by EMS (R24), complaining of neck pain. There
ere no independent witnesses. Although the Operator of Unit #1
admitted fault, the Officer did not issue a citation due to a
Police emergency call that happened as the Officer was

c

E
E
5..
o
o
2
E.
E
E
E
2

ompleting his investigation",6,302,NB,TH,NB,TH,unit 1,rear end
20-180068,"The area of 1400 Lee Trevino where the accident occurred is a

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

eight lane roadway with three lanes traveling North bound, three
lanes traveling South bound and two lanes for left turns divided
hy a raised.median. The Operator of Unit #2 advised that he was
traveling South bound on Lee Trevino in the number two lane and
as stopped due to the traffic light. The Operator of Unit #2
advised that Unit #1, also traveling South bound on Lee Trevino
in the number two lane, failed to control it‘s speed, colliding
ith Unit #2, causing the listed damage. The Operator of Unit
#2 advised that Unit #1 then backed up and fled the scene
through an adjacent parking lot and.was last seen heading west
on Pellicano. An independent witness, Carlos Rodriguez (915—888
-7758) advised that he was also traveling South bound on Lee
Trevino and.was stopped in the number three lane slightly behind
nit #2 and.observed Unit #1 approach at a high rate of speed,
collide with Unit #2 and then fled the scene. There were no
reported injuries",6,303,SB,TH,SB,TH,unit 1,rear end
